Text,Review-Activity,Season
"Wow...really!: A CD I can truly listen, not skip a song and listen to all over again. A soulful singer and CD. I love the old beats. This is a throwback that works! Amy is doing the damn thing. It'll be interesting to see what she does next.Fav tracks: Pretty much the whole CD...but I really like Just Friends, Love is a Losing Game, He Can Only Hold Her, Me & Mr. Jones",REVIEW,NOT APPLICABLE
Swimming,ACTIVITY,SUMMER
Thanksgivings weather cools off  The leaves change Color,ACTIVITY,FALL
"Walking,staying indoors",ACTIVITY,FALL
"Their only good album...: Out of warpath,haunted,maximum violence, true carnage, & ,bringer of blood counting the every thing else sfu has done in their career...I personaly enjoy ""haunted"" to be sfu's only decent album todate. To be honest, sfu's other albums are truly boring even their most violent one maximum violence--that album is the most boring album i've heard.Well, that's not the case with haunted... Haunted is very intense & Chris's vocals are truly shining on this disc--Good job, dude! The best songs ? "" the, enemy inside"" , ""lycanthropy"" , & , ""still alive"" yup those songs are pretty good!Anyways, I don't want to sound rude or anything but sfu is realy an mediocre deathmetal if not THE worse d-metal band to ever come out with the exception of t",REVIEW,NOT APPLICABLE
"Arrogance gets you in the end.: Set in the original book time of the eighteen hundreds, this is a Victorian story of arrogance and contented indifference and how these traits lead to disaster. The lead guy is humbled and broken and returns to his family forever changed and atoning in the face of God's plan and ultimate defeat of the Martians. An excellent family movie.",REVIEW,NOT APPLICABLE
walking  football  entertaining,ACTIVITY,FALL
As Expected: We were home schooling our middle schooler and used this as one of the reading books for writing and reviewing assignments. We received this book as expected with no issues. I would buy from them again.,REVIEW,NOT APPLICABLE
"I wish the building wouldve burned down when ....: This was being recorded. This is pathetic. Go buy a Amon Amarth , Unearth, Cannibal Corpse or Helloween album. Something that has music on it. Inflames, Soilwork, At The gates are all real bands that have no rapping what so ever on them.",REVIEW,NOT APPLICABLE
Snowboarding building snowman skiing,ACTIVITY,WINTER
"walking, reading, viewing nature",ACTIVITY,FALL
"DOA: Bad screen, and other features not as expected.: Arrived defective -- bad screen. Audio quality also poor, very tinny: the speakers are not nearly as large as they appear. Volume had to be adjusted frequently during a movie, as did brightness. Vertical viewing range was very limited, had to re-tilt the display if I sat back in my chair.Note that with the battery pack attached, the unit is about twice the thickness of the one in the photograph. Any features beyond stop/pause/play require the remote, and the infared receiver is in an awkward location on the front of the unit. Finally, I don't know if I'd call a cigarette lighter power cord a ""car kit.""Overall I wouldn't recommend this unit. It's a shame -- it looked really good in the description.",REVIEW,NOT APPLICABLE
"kayaking, mountain bike, surf",ACTIVITY,SUMMER
"Reading,watching television,sleeping",ACTIVITY,WINTER
Welcome Back Bruce!!: Great Music as always! Terrible vocals; though it is a slight improvement over the singing on 'X-Factor'. Welcome back Bruce and Adrian!! Bring back the Iron Maiden of the '80's. Up the Irons!,REVIEW,NOT APPLICABLE
"Not bad, but not great.: If asked about the Bolitho series, I always recommend them. Kent captures the essence of Naval Warfare 200 years ago and I'm looking forward to finishing the series.Yet, Alexander Kent, Bolitho, Hornblower, Ramage and the rest of them suffer from one overwhelming handicap. They live in the same fictional universe as Patrick O'Brian, Jack Aubrey and Stephen Maturin.I'd sleep well knowing that Bolitho, Hornblower, and Ramage were defending me, but let's face it. They are all a bit priggish. I'd sooner have Jack Aubrey and Stephen Maturin as friends.Jerry Schroeder Seattle, WA",REVIEW,NOT APPLICABLE
Football. Octoberfest. Thanksgiving.,ACTIVITY,FALL
Watching leaves  Cider  Pumpkin pie,ACTIVITY,FALL
Swimming camping reading,ACTIVITY,SUMMER
Lounging under a low-hanging palm tree on a beach  Swimming  Backyard parties,ACTIVITY,SUMMER
"Great travel companion for your electronics!: Bought this to take this on a cruise last summer to address the issue of not enough plugs in ship cabins. We were on the Norwegian EPIC and lack of plugs was not an issue, but it still was handy and I now take it in my laptop bag everywhere I go. It is so compactly designed with the wrap around, plug back in cord. I don't know about not working with foreign current as the ship had US current. 5 stars for size and functionality!",REVIEW,NOT APPLICABLE
"WHERES THE ASPRIN!: I HATE THIS BOOK! It takes me an hour to get through the first page. Its frustrating to try and read this. It is a great story...very adventurous, but very difficult to read. at least for me...",REVIEW,NOT APPLICABLE
swimming  the park  visiting family,ACTIVITY,SUMMER
"Cheap Optics: What can I say, you get what you pay for. The thought of extending my P712's already amazing 12X zoom by 2.2X for a total of 26X was very attractive at this price point. Unfortunately, the optics fall far short of superb. Chromatic aberations abound despite the ""HD"" coating, and the sharpness drops off towards anywhere near to a third from the edge of the image.I had a pair of plastic binoculars as a child. The optics on this unit performs similarly. The price point is the real seller here. But if you're interesting in taking sharp, high quality photos get the pricier, but infinitely superior Kodak telephoto for the P850/P712.To the seller's credit, they did include the lens adapter. I may find a use for this lens, but can not really recommen",REVIEW,NOT APPLICABLE
"Not for curly hair: This product really dried out my hair. I had much better results with the Bed Head ""Dumb Blonde"" hair conditioner.",REVIEW,NOT APPLICABLE
Football  Walks  Bonfires,ACTIVITY,FALL
"THE TRANSFER QUALITY WAS THE SECRET: WARNING! WARNING! WARNING! The transfer quality of this DVD ""SECRET AGENT"" is discusting. This is the 21st century, the digital age. With the latest transfer machines on the market there are no excuses for studio's churning out rotten transfers. Before you buy this disc, ask yourself if you can sit through an unwatchable image. Good old ""Hitch"" would turn in his grave if he knew what was happening to his precious movies. A warning should be posted about the rotten transfer of this disc and I have just done it! DON'T BUY IT. DEMAND BETTER QUALITY!",REVIEW,NOT APPLICABLE
fishing boating and bbqing,ACTIVITY,SUMMER
"China in your pocket: This is a great, pocket sized helper, with clear, easy to understand romanized Cantonese words and phrases. It is set up in sections so you can get the word you need, when you need it.",REVIEW,NOT APPLICABLE
"Snowball fights, making snowman, hot cocoa",ACTIVITY,WINTER
"Reading, watching tv, surfing the web.",ACTIVITY,WINTER
"Very disappointed.....: If I had known this contained a story line about two male lovers, I would never have gotten it for my teenage son! He loves these kinds of comic book stories, and after reading the reviews, I decided to get it along with another book by Alan Moore. The other book was fine, but just would like to have known a little more about the content before I purchased them. Unfortunately this one ended up in the trash! As a responsible parent, I just think parents should be aware of what they are purchasing, and use their personal judgment about what they want their children and teens to read. I learned the hard way!",REVIEW,NOT APPLICABLE
Going to Florida to get away from the cold.  Watching football.   Passing out candy on halloween.,ACTIVITY,FALL
Cutting grass  planting flowers swinging on my swing,ACTIVITY,SUMMER
Load of Trash: far out....... I couldn't really get into the CD. The music had no tune and the lyrics didn't make any sense. Better luck next time guys,REVIEW,NOT APPLICABLE
"Snowboarding, skiing, and ice skating",ACTIVITY,WINTER
"Charade is great!: I'd recommend this movie to anyone who likes a mysterious romance, because that's exactly what it is. My dad and I watched it on TV, but it was already past the beginning so we didn't even know what the movie was. We enjoyed it a lot, though. You never quite know what's going on until the end, which is a suprise. The whole movie was just a well-thought out story that kept you watching. I really think that Charade is a great movie for a lot of different kinds of people.",REVIEW,NOT APPLICABLE
